storageLink,alternative_no,transcript,confidence,start_time,end_time,text,transcript_part
NGsXBt_x844,0,"Our first leads out of Spain where citizens are locking horns over a bullfighting Bill Spaniards took to the streets of Zaragoza Tuesday protesting against a government ruling to protect what it called a traditional and cultural past time David tweets his support for the bill saying for me, I've always liked bullfighting art tradition Spain many online disagreed arguing that bullfighting is torture and not Spanish culture lawmakers also shot down a proposal to prevent bullfighting from being aired from 6 to 10 p.m. When children could be watching Patricia tweets bullfighting is a bad example for the kids, you're teaching them to not respect the lives of animals. Next visually impaired Arabic speakers are asking Apple Corporation for help as many a regretting their decision to update their iPhones to latest software. Well leads bashira blind iPhone owner uploaded a video with interviews from users.",0.8722600936889648,6.7,6.8,Our,1
NGsXBt_x844,0,"Our first leads out of Spain where citizens are locking horns over a bullfighting Bill Spaniards took to the streets of Zaragoza Tuesday protesting against a government ruling to protect what it called a traditional and cultural past time David tweets his support for the bill saying for me, I've always liked bullfighting art tradition Spain many online disagreed arguing that bullfighting is torture and not Spanish culture lawmakers also shot down a proposal to prevent bullfighting from being aired from 6 to 10 p.m. When children could be watching Patricia tweets bullfighting is a bad example for the kids, you're teaching them to not respect the lives of animals. Next visually impaired Arabic speakers are asking Apple Corporation for help as many a regretting their decision to update their iPhones to latest software. Well leads bashira blind iPhone owner uploaded a video with interviews from users.",0.8722600936889648,6.8,7.2,first,1
NGsXBt_x844,0,"Our first leads out of Spain where citizens are locking horns over a bullfighting Bill Spaniards took to the streets of Zaragoza Tuesday protesting against a government ruling to protect what it called a traditional and cultural past time David tweets his support for the bill saying for me, I've always liked bullfighting art tradition Spain many online disagreed arguing that bullfighting is torture and not Spanish culture lawmakers also shot down a proposal to prevent bullfighting from being aired from 6 to 10 p.m. When children could be watching Patricia tweets bullfighting is a bad example for the kids, you're teaching them to not respect the lives of animals. Next visually impaired Arabic speakers are asking Apple Corporation for help as many a regretting their decision to update their iPhones to latest software. Well leads bashira blind iPhone owner uploaded a video with interviews from users.",0.8722600936889648,7.2,7.4,leads,1
NGsXBt_x844,0,"Our first leads out of Spain where citizens are locking horns over a bullfighting Bill Spaniards took to the streets of Zaragoza Tuesday protesting against a government ruling to protect what it called a traditional and cultural past time David tweets his support for the bill saying for me, I've always liked bullfighting art tradition Spain many online disagreed arguing that bullfighting is torture and not Spanish culture lawmakers also shot down a proposal to prevent bullfighting from being aired from 6 to 10 p.m. When children could be watching Patricia tweets bullfighting is a bad example for the kids, you're teaching them to not respect the lives of animals. Next visually impaired Arabic speakers are asking Apple Corporation for help as many a regretting their decision to update their iPhones to latest software. Well leads bashira blind iPhone owner uploaded a video with interviews from users.",0.8722600936889648,7.4,7.6,out,1
NGsXBt_x844,0,"Our first leads out of Spain where citizens are locking horns over a bullfighting Bill Spaniards took to the streets of Zaragoza Tuesday protesting against a government ruling to protect what it called a traditional and cultural past time David tweets his support for the bill saying for me, I've always liked bullfighting art tradition Spain many online disagreed arguing that bullfighting is torture and not Spanish culture lawmakers also shot down a proposal to prevent bullfighting from being aired from 6 to 10 p.m. When children could be watching Patricia tweets bullfighting is a bad example for the kids, you're teaching them to not respect the lives of animals. Next visually impaired Arabic speakers are asking Apple Corporation for help as many a regretting their decision to update their iPhones to latest software. Well leads bashira blind iPhone owner uploaded a video with interviews from users.",0.8722600936889648,7.6,7.7,of,1
NGsXBt_x844,0,"Our first leads out of Spain where citizens are locking horns over a bullfighting Bill Spaniards took to the streets of Zaragoza Tuesday protesting against a government ruling to protect what it called a traditional and cultural past time David tweets his support for the bill saying for me, I've always liked bullfighting art tradition Spain many online disagreed arguing that bullfighting is torture and not Spanish culture lawmakers also shot down a proposal to prevent bullfighting from being aired from 6 to 10 p.m. When children could be watching Patricia tweets bullfighting is a bad example for the kids, you're teaching them to not respect the lives of animals. Next visually impaired Arabic speakers are asking Apple Corporation for help as many a regretting their decision to update their iPhones to latest software. Well leads bashira blind iPhone owner uploaded a video with interviews from users.",0.8722600936889648,7.7,8.2,Spain,1
NGsXBt_x844,0,"Our first leads out of Spain where citizens are locking horns over a bullfighting Bill Spaniards took to the streets of Zaragoza Tuesday protesting against a government ruling to protect what it called a traditional and cultural past time David tweets his support for the bill saying for me, I've always liked bullfighting art tradition Spain many online disagreed arguing that bullfighting is torture and not Spanish culture lawmakers also shot down a proposal to prevent bullfighting from being aired from 6 to 10 p.m. When children could be watching Patricia tweets bullfighting is a bad example for the kids, you're teaching them to not respect the lives of animals. Next visually impaired Arabic speakers are asking Apple Corporation for help as many a regretting their decision to update their iPhones to latest software. Well leads bashira blind iPhone owner uploaded a video with interviews from users.",0.8722600936889648,8.2,8.3,where,1
NGsXBt_x844,0,"Our first leads out of Spain where citizens are locking horns over a bullfighting Bill Spaniards took to the streets of Zaragoza Tuesday protesting against a government ruling to protect what it called a traditional and cultural past time David tweets his support for the bill saying for me, I've always liked bullfighting art tradition Spain many online disagreed arguing that bullfighting is torture and not Spanish culture lawmakers also shot down a proposal to prevent bullfighting from being aired from 6 to 10 p.m. When children could be watching Patricia tweets bullfighting is a bad example for the kids, you're teaching them to not respect the lives of animals. Next visually impaired Arabic speakers are asking Apple Corporation for help as many a regretting their decision to update their iPhones to latest software. Well leads bashira blind iPhone owner uploaded a video with interviews from users.",0.8722600936889648,8.3,8.8,citizens,1
NGsXBt_x844,0,"Our first leads out of Spain where citizens are locking horns over a bullfighting Bill Spaniards took to the streets of Zaragoza Tuesday protesting against a government ruling to protect what it called a traditional and cultural past time David tweets his support for the bill saying for me, I've always liked bullfighting art tradition Spain many online disagreed arguing that bullfighting is torture and not Spanish culture lawmakers also shot down a proposal to prevent bullfighting from being aired from 6 to 10 p.m. When children could be watching Patricia tweets bullfighting is a bad example for the kids, you're teaching them to not respect the lives of animals. Next visually impaired Arabic speakers are asking Apple Corporation for help as many a regretting their decision to update their iPhones to latest software. Well leads bashira blind iPhone owner uploaded a video with interviews from users.",0.8722600936889648,8.8,9.0,are,1
NGsXBt_x844,0,"Our first leads out of Spain where citizens are locking horns over a bullfighting Bill Spaniards took to the streets of Zaragoza Tuesday protesting against a government ruling to protect what it called a traditional and cultural past time David tweets his support for the bill saying for me, I've always liked bullfighting art tradition Spain many online disagreed arguing that bullfighting is torture and not Spanish culture lawmakers also shot down a proposal to prevent bullfighting from being aired from 6 to 10 p.m. When children could be watching Patricia tweets bullfighting is a bad example for the kids, you're teaching them to not respect the lives of animals. Next visually impaired Arabic speakers are asking Apple Corporation for help as many a regretting their decision to update their iPhones to latest software. Well leads bashira blind iPhone owner uploaded a video with interviews from users.",0.8722600936889648,9.0,9.4,locking,1
